des,px,pz,stand,pitcher_name
Ball,0.37,1.7,Right-handed Batter,Jon Lester
Called Strike,0.828,1.903,Right-handed Batter,Jon Lester
Called Strike,0.4,2.03,Right-handed Batter,Jon Lester
Ball,1.358,2.347,Right-handed Batter,Jon Lester
Called Strike,0.88,2.32,Right-handed Batter,Jon Lester
Ball,1.2,3.97,Right-handed Batter,Jon Lester
Ball,2.27,4.03,Right-handed Batter,Jon Lester
Ball,1.38,2.53,Right-handed Batter,Jon Lester
Ball,-1.13,1.46,Right-handed Batter,Jon Lester
Ball,1.38,2.83,Right-handed Batter,Jon Lester
Ball,1.08,1.88,Right-handed Batter,Jon Lester
Ball,-1.654,3.283,Right-handed Batter,Jon Lester
Ball,0.895,3.4,Right-handed Batter,Jon Lester
Called Strike,0.713,1.714,Right-handed Batter,Jon Lester
Ball,-1.997,1.167,Left-handed Batter,Jon Lester
Called Strike,-0.886,2.024,Left-handed Batter,Jon Lester
Ball,-2.46,0.414,Left-handed Batter,Jon Lester
Called Strike,-0.082,2.228,Left-handed Batter,Jon Lester
Ball,-2.244,2.098,Left-handed Batter,Jon Lester
Ball,-1.458,1.814,Left-handed Batter,Jon Lester
Called Strike,-1.039,1.927,Left-handed Batter,Jon Lester
Called Strike,0.089,1.913,Left-handed Batter,Jon Lester
Ball,-0.65,3.78,Right-handed Batter,Jon Lester
Ball,1.42,2.48,Right-handed Batter,Jon Lester
Called Strike,0.02,2.27,Right-handed Batter,Jon Lester
Ball,2.82,2.36,Right-handed Batter,Jon Lester
Ball,0.31,1.41,Right-handed Batter,Jon Lester
Called Strike,0.97,2.42,Right-handed Batter,Jon Lester
Ball,-0.29,1.42,Right-handed Batter,Jon Lester
Called Strike,0.55,2.14,Right-handed Batter,Jon Lester
Ball,1.85,3.3,Right-handed Batter,Jon Lester
Called Strike,0.743,2.271,Right-handed Batter,Jon Lester
Called Strike,0.05,2.88,Left-handed Batter,Jon Lester
Called Strike,-0.722,1.678,Right-handed Batter,Jon Lester
Ball,1.18,1.045,Right-handed Batter,Jon Lester
Ball,-1.454,1.754,Right-handed Batter,Jon Lester
Ball,-0.011,0.98,Right-handed Batter,Jon Lester
Called Strike,0.73,3.28,Right-handed Batter,Jon Lester
Ball,-1.68,0.15,Right-handed Batter,Jon Lester
Ball,-1.3,1.69,Right-handed Batter,Jon Lester
Ball,1.1,0.76,Right-handed Batter,Jon Lester
Ball,0,-0.01,Right-handed Batter,Jon Lester
Ball,0.892,1.104,Right-handed Batter,Jon Lester
Called Strike,-0.913,2.81,Right-handed Batter,Jon Lester
Ball,-1.444,2.512,Right-handed Batter,Jon Lester
Ball,-1.274,3.237,Right-handed Batter,Jon Lester
Ball,-1.96,1.71,Left-handed Batter,Jon Lester
Called Strike,-0.84,2.27,Left-handed Batter,Jon Lester
Called Strike,-0.82,2.19,Left-handed Batter,Jon Lester
Ball,-2.2,0.62,Left-handed Batter,Jon Lester
Ball,-0.56,1.42,Left-handed Batter,Jon Lester
Called Strike,-0.82,2.36,Right-handed Batter,Jon Lester
Ball,-0.97,2.71,Right-handed Batter,Jon Lester
Ball,-1.64,1.75,Right-handed Batter,Jon Lester
Ball,-1.676,1.858,Right-handed Batter,Jon Lester
Ball,1.067,1.205,Right-handed Batter,Jon Lester
Called Strike,-0.582,2.968,Left-handed Batter,Jon Lester
Called Strike,-0.434,2.384,Left-handed Batter,Jon Lester
Called Strike,0.75,1.9,Right-handed Batter,Jon Lester
Called Strike,0.94,2.05,Right-handed Batter,Jon Lester
Ball,0.33,0.84,Right-handed Batter,Jon Lester
Ball,-1.389,2.653,Right-handed Batter,Jon Lester
Called Strike,-0.107,3.285,Right-handed Batter,Jon Lester
Called Strike,0.519,2.833,Right-handed Batter,Jon Lester
Ball,0.743,1.5,Right-handed Batter,Jon Lester
Ball,0.612,3.5,Right-handed Batter,Jon Lester
Ball,2.16,2.803,Right-handed Batter,Jon Lester
Ball,1.306,2.99,Right-handed Batter,Jon Lester
Ball,1.19,3.187,Right-handed Batter,Jon Lester
Called Strike,0.448,2.451,Right-handed Batter,Jon Lester
Called Strike,-0.986,2.465,Right-handed Batter,Jon Lester
Ball,1.52,3.293,Right-handed Batter,Jon Lester
Called Strike,0.125,2.114,Right-handed Batter,Jon Lester
Ball,1.487,3.919,Right-handed Batter,Jon Lester
Ball,-1.281,2.611,Left-handed Batter,Jon Lester
Ball,0.366,1.12,Right-handed Batter,Jon Lester
Called Strike,0.635,1.845,Right-handed Batter,Jon Lester
Ball,-1.417,1.71,Right-handed Batter,Jon Lester
Ball,1.445,3.406,Right-handed Batter,Jon Lester
Ball,-1.894,2.234,Right-handed Batter,Jon Lester
Ball,-1.408,2.658,Right-handed Batter,Jon Lester
Called Strike,0.596,2.696,Right-handed Batter,Jon Lester
Called Strike,0.688,2.805,Right-handed Batter,Jon Lester
Ball,-0.887,1.819,Left-handed Batter,Jon Lester
Ball,-1.781,1.602,Left-handed Batter,Jon Lester
Ball,0.8,3.477,Right-handed Batter,Jon Lester
Called Strike,-0.39,2.893,Right-handed Batter,Jon Lester
Ball,-1.517,0.498,Left-handed Batter,Jon Lester
Ball,-1.007,2.532,Right-handed Batter,Jon Lester
Ball,-0.491,4.008,Right-handed Batter,Jon Lester
Called Strike,0.823,2.02,Right-handed Batter,Jon Lester
Ball,1.773,3.603,Right-handed Batter,Jon Lester
Ball,1.026,1.676,Right-handed Batter,Jon Lester
Called Strike,0.363,2.519,Right-handed Batter,Jon Lester
Called Strike,0.805,2.615,Right-handed Batter,Jon Lester
Ball,-0.933,1.693,Left-handed Batter,Jon Lester
Ball,1.142,3.028,Right-handed Batter,Jon Lester
Called Strike,0.599,3.046,Right-handed Batter,Jon Lester
Ball,-0.26,1.468,Right-handed Batter,Jon Lester
Ball,0.324,1.425,Right-handed Batter,Jon Lester
Ball,-0.733,4.316,Right-handed Batter,Jon Lester
Ball,0.495,1.519,Right-handed Batter,Jon Lester
Ball,1.042,3.464,Left-handed Batter,Jon Lester
Ball,-0.097,4.013,Left-handed Batter,Jon Lester
Ball,0.34,0.835,Right-handed Batter,Jon Lester
Ball,-0.646,0.822,Right-handed Batter,Jon Lester
Ball,-1.478,2.608,Right-handed Batter,Jon Lester
Ball,-1.853,2.06,Right-handed Batter,Jon Lester
Called Strike,0.172,2.07,Right-handed Batter,Jon Lester
Called Strike,0.282,1.976,Right-handed Batter,Jon Lester
Ball,0.75,3.132,Right-handed Batter,Jon Lester
Ball,-0.568,1.278,Right-handed Batter,Jon Lester
Ball,0.009,1.7,Right-handed Batter,Jon Lester
Ball,-0.633,3.978,Left-handed Batter,Jon Lester
Ball,0.722,3.002,Right-handed Batter,Jon Lester
Ball,0.001,1.655,Right-handed Batter,Jon Lester
Ball,1.54,3.113,Right-handed Batter,Jon Lester
Ball,-2.465,2.14,Right-handed Batter,Jon Lester
Ball,1.666,2.726,Right-handed Batter,Jon Lester
Called Strike,0.071,2.166,Right-handed Batter,Jon Lester
Called Strike,0.484,2.504,Right-handed Batter,Jon Lester
Ball,1.367,2.605,Right-handed Batter,Jon Lester
Ball,-2.323,-1.113,Right-handed Batter,Jon Lester
Called Strike,0.481,2.793,Right-handed Batter,Jon Lester
Called Strike,-0.259,2.823,Right-handed Batter,Jon Lester
Ball,-1.381,1.987,Left-handed Batter,Jon Lester
Ball,-1.519,1.693,Left-handed Batter,Jon Lester
Ball,-0.71,1.584,Left-handed Batter,Jon Lester
Called Strike,-0.059,2.204,Left-handed Batter,Jon Lester
Ball,-1.681,3.196,Right-handed Batter,Jon Lester
Ball,-1.402,2.04,Right-handed Batter,Jon Lester
Ball,1.314,2.329,Right-handed Batter,Jon Lester
Called Strike,0.597,2.556,Right-handed Batter,Jon Lester
Ball,0.367,1.237,Right-handed Batter,Jon Lester
Called Strike,-0.774,3.343,Left-handed Batter,Jon Lester
Ball,-1.765,2.203,Left-handed Batter,Jon Lester
Ball,-1.834,1.569,Left-handed Batter,Jon Lester
Ball,-1.252,2.289,Left-handed Batter,Jon Lester
Ball,0.887,3.267,Left-handed Batter,Jon Lester
Ball,1.002,2.236,Right-handed Batter,Jon Lester
Called Strike,0.231,2.914,Right-handed Batter,Jon Lester
Ball,-1.706,1.742,Right-handed Batter,Jon Lester
Ball,0.74,3.592,Left-handed Batter,Jon Lester
Called Strike,0.154,1.986,Right-handed Batter,Jon Lester
Ball,1.305,3.119,Right-handed Batter,Jon Lester
Ball,-1.348,2.118,Right-handed Batter,Jon Lester
Ball,1.475,2.573,Right-handed Batter,Jon Lester
Called Strike,0.2,1.786,Right-handed Batter,Jon Lester
Called Strike,-0.114,2.076,Right-handed Batter,Jon Lester
Ball,-1.872,3.554,Left-handed Batter,Jon Lester
Ball,-2.011,2.923,Left-handed Batter,Jon Lester
Ball,1.695,2.771,Right-handed Batter,Jon Lester
Called Strike,-0.422,2.286,Right-handed Batter,Jon Lester
Ball,1.292,2.518,Right-handed Batter,Jon Lester
Ball,1.23,2.569,Right-handed Batter,Jon Lester
Called Strike,-0.328,1.667,Right-handed Batter,Jon Lester
Called Strike,0.416,2.034,Right-handed Batter,Jon Lester
Ball,0.814,1.349,Right-handed Batter,Jon Lester
Ball,-0.66,4.318,Right-handed Batter,Jon Lester
Ball,0.481,1.413,Right-handed Batter,Jon Lester
Ball,-0.066,1.428,Right-handed Batter,Jon Lester
Ball,0.323,0.884,Right-handed Batter,Jon Lester
Ball,1.075,2.736,Right-handed Batter,Jon Lester
Called Strike,0.556,2.314,Right-handed Batter,Jon Lester
Ball,-0.205,1.398,Right-handed Batter,Jon Lester
Ball,-0.418,1.031,Left-handed Batter,Jon Lester
Ball,-1.702,1.914,Left-handed Batter,Jon Lester
Ball,1.075,3.937,Left-handed Batter,Jon Lester
Called Strike,-0.329,2.002,Right-handed Batter,Jon Lester
Called Strike,-0.007,2.947,Right-handed Batter,Jon Lester
Ball,-1.085,2.798,Right-handed Batter,Jon Lester
Called Strike,-0.157,2.856,Right-handed Batter,Jon Lester
Ball,0.269,0.543,Right-handed Batter,Jon Lester
Ball,1.099,2.409,Right-handed Batter,Jon Lester
Ball,-1.278,1.592,Left-handed Batter,Jon Lester
Ball,-1.183,2.25,Left-handed Batter,Jon Lester
Called Strike,-0.841,1.604,Left-handed Batter,Jon Lester
Ball,-0.403,1.254,Left-handed Batter,Jon Lester
Called Strike,-0.252,2.09,Left-handed Batter,Jon Lester
Ball,-1.363,2.511,Left-handed Batter,Jon Lester
Ball,1.698,3.107,Right-handed Batter,Jon Lester
Called Strike,0.742,2.891,Right-handed Batter,Jon Lester
Ball,-1.356,2.482,Right-handed Batter,Jon Lester
Called Strike,0.619,1.675,Right-handed Batter,Jon Lester
Called Strike,-0.681,2.119,Right-handed Batter,Jon Lester
Ball,-1.373,1.073,Right-handed Batter,Jon Lester
Ball,0.661,1.432,Right-handed Batter,Jon Lester
Ball,-1.097,0.928,Right-handed Batter,Jon Lester
Called Strike,0.762,2.528,Right-handed Batter,Jon Lester
Ball,-1.504,0.334,Right-handed Batter,Jon Lester
Ball,-0.001,1.303,Right-handed Batter,Jon Lester
Called Strike,0.395,1.812,Right-handed Batter,Jon Lester
Called Strike,0.32,2.276,Right-handed Batter,Jon Lester
Ball,-1.882,0.737,Right-handed Batter,Jon Lester
Called Strike,0.689,2.149,Right-handed Batter,Jon Lester
Ball,-0.215,1.178,Right-handed Batter,Jon Lester
Ball,-0.761,1.351,Left-handed Batter,Jon Lester
Called Strike,0.668,1.956,Left-handed Batter,Jon Lester
Called Strike,-0.25,1.875,Left-handed Batter,Jon Lester
Ball,1.331,3.509,Right-handed Batter,Jon Lester
Ball,-1.252,2.268,Right-handed Batter,Jon Lester
Ball,-1.335,1.631,Right-handed Batter,Jon Lester
Ball,-2.178,1.875,Right-handed Batter,Jon Lester
Called Strike,-0.129,1.843,Right-handed Batter,Jon Lester
Ball,-0.562,0.978,Right-handed Batter,Jon Lester
Ball,-0.596,1.365,Left-handed Batter,Jon Lester
Called Strike,-0.545,2.912,Left-handed Batter,Jon Lester
Called Strike,0.955,2.154,Right-handed Batter,Jon Lester
Ball,-1.298,0.084,Right-handed Batter,Jon Lester
Called Strike,0.817,2.872,Right-handed Batter,Jon Lester
Ball,-1.962,2.941,Right-handed Batter,Jon Lester
Ball,-0.902,1.344,Right-handed Batter,Jon Lester
Ball,-0.389,1.064,Right-handed Batter,Jon Lester
Called Strike,0.284,2.397,Right-handed Batter,Jon Lester
Ball,0.713,1.474,Right-handed Batter,Jon Lester
Called Strike,-0.634,2.835,Left-handed Batter,Jon Lester
Ball,-2.035,2.898,Left-handed Batter,Jon Lester
Ball,-1.022,3.773,Left-handed Batter,Jon Lester
Called Strike,0.556,2.303,Right-handed Batter,Jon Lester
Ball,-0.936,3.689,Right-handed Batter,Jon Lester
Ball,1.76,2.441,Right-handed Batter,Jon Lester
Ball,1.418,2.843,Right-handed Batter,Jon Lester
Called Strike,-0.142,3.182,Left-handed Batter,Jon Lester
Ball,-0.026,0.54,Left-handed Batter,Jon Lester
Ball,-2.061,3.134,Left-handed Batter,Jon Lester
Ball,-2.773,-0.435,Left-handed Batter,Jon Lester
Ball,-1.062,1.207,Left-handed Batter,Jon Lester
Ball,0.182,0.762,Left-handed Batter,Jon Lester
Called Strike,-0.373,2.12,Right-handed Batter,Jon Lester
Ball,1.521,2.67,Right-handed Batter,Jon Lester
Ball,1.315,2.761,Right-handed Batter,Jon Lester
Called Strike,-0.421,2.748,Left-handed Batter,Jon Lester
Ball,-1.613,1.239,Right-handed Batter,Jon Lester
Ball,-1.238,1.589,Right-handed Batter,Jon Lester
Called Strike,0.659,3.109,Right-handed Batter,Jon Lester
Ball,1.306,3.185,Right-handed Batter,Jon Lester
Called Strike,0.265,2.563,Right-handed Batter,Jon Lester
Ball,1.358,2.676,Right-handed Batter,Jon Lester
Ball,-1.88,1.19,Right-handed Batter,Jon Lester
Ball,1.769,2.852,Right-handed Batter,Jon Lester
Called Strike,-0.847,2.626,Left-handed Batter,Jon Lester
Ball,-0.226,0.902,Left-handed Batter,Jon Lester
Called Strike,0.344,2.535,Left-handed Batter,Jon Lester
Called Strike,-0.092,2.495,Right-handed Batter,Jon Lester
Ball,1.779,4.278,Right-handed Batter,Jon Lester
Called Strike,0.39,2.678,Right-handed Batter,Jon Lester
Ball,1.056,3.734,Right-handed Batter,Jon Lester
Called Strike,0.705,2.762,Right-handed Batter,Jon Lester
Ball,-0.336,4.083,Right-handed Batter,Jon Lester
Called Strike,0.697,2.169,Right-handed Batter,Jon Lester
Ball,-1.454,3.604,Left-handed Batter,Jon Lester
Ball,1.224,2.693,Right-handed Batter,Jon Lester
Ball,0.649,3.965,Right-handed Batter,Jon Lester
Ball,-0.211,-1.474,Right-handed Batter,Jon Lester
Ball,1.681,3.172,Right-handed Batter,Jon Lester
Called Strike,-0.43,2.389,Left-handed Batter,Jon Lester
Called Strike,-0.955,2.917,Left-handed Batter,Jon Lester
Ball,-0.228,0.934,Left-handed Batter,Jon Lester
Ball,-0.243,1.388,Left-handed Batter,Jon Lester
Ball,-0.209,4.128,Left-handed Batter,Jon Lester
Called Strike,-0.524,2.874,Left-handed Batter,Jon Lester
Called Strike,0.678,2.171,Right-handed Batter,Jon Lester
Called Strike,0.533,3.379,Right-handed Batter,Jon Lester
Ball,-0.701,4.233,Right-handed Batter,Jon Lester
Ball,0.716,1.794,Right-handed Batter,Jon Lester
Ball,-0.603,0.322,Right-handed Batter,Jon Lester
Ball,1.544,2.873,Right-handed Batter,Jon Lester
Called Strike,0.334,1.878,Right-handed Batter,Jon Lester
Ball,2.051,1.352,Right-handed Batter,Jon Lester
Called Strike,0.047,2.787,Left-handed Batter,Jon Lester
Called Strike,-0.599,1.786,Left-handed Batter,Jon Lester
Ball,-1.067,-0.318,Left-handed Batter,Jon Lester
Called Strike,0.511,2.247,Left-handed Batter,Jon Lester
Ball,1.479,2.706,Right-handed Batter,Jon Lester
Ball,-0.786,1.708,Right-handed Batter,Jon Lester
Ball,-0.398,3.778,Right-handed Batter,Jon Lester
Ball,0.366,4.086,Right-handed Batter,Jon Lester
Called Strike,0.471,2.6,Right-handed Batter,Jon Lester
Ball,2.019,2.304,Right-handed Batter,Jon Lester
Ball,-0.987,4.291,Right-handed Batter,Jon Lester
Called Strike,0.751,2.217,Right-handed Batter,Jon Lester
Ball,-0.868,0.067,Right-handed Batter,Jon Lester
Ball,0.033,0.704,Right-handed Batter,Jon Lester
Ball,-0.616,1.334,Right-handed Batter,Jon Lester
Ball,0.931,1.658,Right-handed Batter,Jon Lester
Ball,2.05,1.502,Right-handed Batter,Jon Lester
Ball,-0.031,1.228,Right-handed Batter,Jon Lester
Called Strike,0.258,2.976,Right-handed Batter,Jon Lester
Ball,-0.399,1.524,Right-handed Batter,Jon Lester
Ball,1.541,2.372,Right-handed Batter,Jon Lester
Ball,-0.55,1.247,Left-handed Batter,Jon Lester
Ball,-0.897,1.345,Right-handed Batter,Jon Lester
Ball,1.22,2.816,Right-handed Batter,Jon Lester
Ball,0.639,0.895,Right-handed Batter,Jon Lester
Ball,-1.058,1.123,Right-handed Batter,Jon Lester
Called Strike,-0.515,2.159,Right-handed Batter,Jon Lester
Ball,-1.289,2.155,Right-handed Batter,Jon Lester
Called Strike,-0.295,2.327,Right-handed Batter,Jon Lester
Ball,0.662,1.255,Right-handed Batter,Jon Lester
Called Strike,0.766,2.209,Right-handed Batter,Jon Lester
Ball,-0.584,4.71,Right-handed Batter,Jon Lester
Ball,0.391,4.041,Right-handed Batter,Jon Lester
Called Strike,0.449,2.42,Left-handed Batter,Jon Lester
Ball,-2.112,0.116,Left-handed Batter,Jon Lester
Called Strike,-0.953,2.951,Left-handed Batter,Jon Lester
Ball,1.72,2.707,Right-handed Batter,Jon Lester
Called Strike,-0.37,2.57,Right-handed Batter,Jon Lester
Called Strike,0.285,1.717,Right-handed Batter,Jon Lester
Ball,-0.858,-0.042,Right-handed Batter,Jon Lester
Ball,1.379,1.904,Right-handed Batter,Jon Lester
Ball,-1.817,2.005,Right-handed Batter,Jon Lester
Called Strike,0.875,3.048,Right-handed Batter,Jon Lester
Ball,1.267,2.039,Right-handed Batter,Jon Lester
Called Strike,0.004,2.01,Right-handed Batter,Jon Lester
Ball,1.972,4.465,Right-handed Batter,Jon Lester
Ball,-0.027,0.488,Right-handed Batter,Jon Lester
Ball,1.709,3.351,Right-handed Batter,Jon Lester
Called Strike,0.39,1.73,Right-handed Batter,Jon Lester
Ball,-1.381,2.239,Right-handed Batter,Jon Lester
Ball,-1.647,1.74,Right-handed Batter,Jon Lester
Ball,-0.973,1.829,Right-handed Batter,Jon Lester
Called Strike,0.939,2.814,Right-handed Batter,Jon Lester
Ball,0.033,3.644,Right-handed Batter,Jon Lester
Ball,-0.123,1.604,Right-handed Batter,Jon Lester
Called Strike,0.43,1.783,Right-handed Batter,Jon Lester
Ball,-0.22,1.42,Right-handed Batter,Jon Lester
Called Strike,-0.26,3.531,Right-handed Batter,Jon Lester
Called Strike,-0.807,2.252,Left-handed Batter,Jon Lester
Ball,-1.561,1.471,Left-handed Batter,Jon Lester
Ball,0.468,1.621,Right-handed Batter,Jon Lester
Ball,0.656,3.451,Right-handed Batter,Jon Lester
Called Strike,0.148,2.291,Left-handed Batter,Jon Lester
Ball,-1.515,-0.156,Left-handed Batter,Jon Lester
Ball,0.427,4.335,Left-handed Batter,Jon Lester
Ball,1.141,4.4,Left-handed Batter,Jon Lester
Called Strike,-0.242,2.737,Left-handed Batter,Jon Lester
Called Strike,0.313,1.736,Right-handed Batter,Jon Lester
Ball,0.074,4.325,Right-handed Batter,Jon Lester
Ball,1.318,2.02,Right-handed Batter,Jon Lester
Ball,-1.651,2.39,Right-handed Batter,Jon Lester
Called Strike,0.849,2.722,Right-handed Batter,Jon Lester
Called Strike,-0.684,2.765,Left-handed Batter,Jon Lester
Ball,-0.712,3.279,Left-handed Batter,Jon Lester
Ball,-1.099,1.014,Left-handed Batter,Jon Lester
Called Strike,0.364,1.704,Left-handed Batter,Jon Lester
Called Strike,-0.87,1.882,Left-handed Batter,Jon Lester
Ball,-0.652,1.598,Right-handed Batter,Jon Lester
Ball,-0.684,0.867,Right-handed Batter,Jon Lester
Ball,-0.327,1.422,Right-handed Batter,Jon Lester
Ball,-0.947,4,Right-handed Batter,Jon Lester
Ball,1.325,3.394,Right-handed Batter,Jon Lester
Ball,-1.035,2.2,Right-handed Batter,Jon Lester
Ball,-0.377,1.57,Right-handed Batter,Jon Lester
Ball,1.433,2.087,Right-handed Batter,Jon Lester
Ball,-0.886,2.918,Right-handed Batter,Jon Lester
Called Strike,-1.02,2.072,Left-handed Batter,Jon Lester
Ball,-1.559,1.447,Right-handed Batter,Jon Lester
Called Strike,-0.76,2.23,Right-handed Batter,Jon Lester
Ball,-0.426,1.205,Right-handed Batter,Jon Lester
Ball,-0.922,0.26,Right-handed Batter,Jon Lester
Ball,0.589,4.369,Right-handed Batter,Jon Lester
Ball,1.562,4.565,Right-handed Batter,Jon Lester
Called Strike,0.345,2.813,Right-handed Batter,Jon Lester
Ball,1.572,3.271,Right-handed Batter,Jon Lester
Called Strike,-0.586,2.01,Right-handed Batter,Jon Lester
Ball,-0.743,1.067,Right-handed Batter,Jon Lester
Ball,-1.763,2.126,Right-handed Batter,Jon Lester
Called Strike,-0.28,3.299,Right-handed Batter,Jon Lester
Ball,-0.974,2.094,Right-handed Batter,Jon Lester
Called Strike,0.17,2.259,Right-handed Batter,Jon Lester
Ball,1.328,2.755,Right-handed Batter,Jon Lester
Ball,1.29,3.443,Right-handed Batter,Jon Lester
Ball,-0.648,1.958,Right-handed Batter,Jon Lester
Called Strike,0.229,2.003,Right-handed Batter,Jon Lester
Ball,-0.456,1.485,Right-handed Batter,Jon Lester
Ball,-1.728,1.295,Left-handed Batter,Jon Lester
Ball,1.406,3.051,Right-handed Batter,Jon Lester
Ball,0.492,0.363,Right-handed Batter,Jon Lester
Ball,1.055,1.945,Right-handed Batter,Jon Lester
Ball,1.18,3.135,Right-handed Batter,Jon Lester
Ball,-0.953,3.07,Right-handed Batter,Jon Lester
Ball,-1.023,3.489,Right-handed Batter,Jon Lester
Ball,-1.217,2.778,Right-handed Batter,Jon Lester
Called Strike,0.293,2.123,Right-handed Batter,Jon Lester
Ball,-0.263,1.888,Right-handed Batter,Jon Lester
Ball,2.528,4.385,Right-handed Batter,Jon Lester
Called Strike,0.767,3.114,Left-handed Batter,Jon Lester
Ball,-1.17,0.195,Left-handed Batter,Jon Lester
Called Strike,-0.039,3.217,Left-handed Batter,Jon Lester
Ball,0.772,1.614,Right-handed Batter,Jon Lester
Ball,-0.781,3.59,Left-handed Batter,Jon Lester
Ball,-1.305,3.376,Left-handed Batter,Jon Lester
Called Strike,-0.758,2.274,Left-handed Batter,Jon Lester
Called Strike,-0.733,2.769,Left-handed Batter,Jon Lester
Ball,1.511,3.408,Right-handed Batter,Jon Lester
Ball,0.096,0.252,Right-handed Batter,Jon Lester
Ball,1.811,1.566,Right-handed Batter,Jon Lester
Ball,-2.006,1.43,Right-handed Batter,Jon Lester
Ball,-0.15,1.231,Right-handed Batter,Jon Lester
Called Strike,0.418,3.187,Right-handed Batter,Jon Lester
Ball,1.384,2.962,Right-handed Batter,Jon Lester
Ball,-0.269,3.839,Right-handed Batter,Jon Lester
Ball,1.841,3.3,Left-handed Batter,Jon Lester
Ball,-1.47,1.172,Left-handed Batter,Jon Lester
Called Strike,-0.713,2.048,Left-handed Batter,Jon Lester
Ball,1.79,2.758,Right-handed Batter,Jon Lester
Ball,-1.741,2.013,Right-handed Batter,Jon Lester
Ball,1.321,3.246,Right-handed Batter,Jon Lester
Called Strike,0.638,2.656,Right-handed Batter,Jon Lester
Ball,-1.199,2.059,Right-handed Batter,Jon Lester
Ball,-0.025,1.718,Right-handed Batter,Jon Lester
Called Strike,0.926,2.66,Right-handed Batter,Jon Lester
Ball,0.348,1.427,Right-handed Batter,Jon Lester
Ball,-1.292,2.079,Right-handed Batter,Jon Lester
Called Strike,-0.049,2.803,Left-handed Batter,Jon Lester
Called Strike,-0.084,3.181,Left-handed Batter,Jon Lester
Ball,-0.487,4.423,Left-handed Batter,Jon Lester
Ball,0.969,1.525,Left-handed Batter,Jon Lester
Ball,0.106,1.039,Left-handed Batter,Jon Lester
Called Strike,0.949,2.407,Right-handed Batter,Jon Lester
Ball,-1.369,1.71,Right-handed Batter,Jon Lester
Ball,1.794,3.511,Right-handed Batter,Jon Lester
Ball,-2.53,1.46,Right-handed Batter,Jon Lester
Ball,1.369,2.562,Right-handed Batter,Jon Lester
Called Strike,0.418,2.318,Right-handed Batter,Jon Lester
Called Strike,0.568,2.799,Right-handed Batter,Jon Lester
Called Strike,0.682,2.599,Right-handed Batter,Jon Lester
Ball,-1.124,2.257,Left-handed Batter,Jon Lester
Ball,-1.086,2.216,Left-handed Batter,Jon Lester
Ball,1.792,3.05,Left-handed Batter,Jon Lester
Ball,-1.291,2.178,Left-handed Batter,Jon Lester
Ball,-0.82,1.071,Right-handed Batter,Jon Lester
Ball,-1.83,1.168,Right-handed Batter,Jon Lester
Ball,1.547,3.525,Right-handed Batter,Jon Lester
Called Strike,-0.161,2.561,Right-handed Batter,Jon Lester
Ball,0.352,1.185,Right-handed Batter,Jon Lester
Ball,0.244,3.639,Left-handed Batter,Jon Lester
Ball,-1.1,2.223,Left-handed Batter,Jon Lester
Called Strike,-0.502,1.825,Left-handed Batter,Jon Lester
Ball,0.173,0.811,Left-handed Batter,Jon Lester
Ball,-0.994,1.205,Left-handed Batter,Jon Lester
Ball,1.109,2.904,Right-handed Batter,Jon Lester
Ball,-1.685,1.452,Right-handed Batter,Jon Lester
Ball,-0.567,1.668,Right-handed Batter,Jon Lester
Called Strike,-0.164,1.992,Right-handed Batter,Jon Lester
Ball,0.864,0.98,Right-handed Batter,Jon Lester
Ball,1.711,3.195,Right-handed Batter,Jon Lester
Ball,-0.301,1.547,Right-handed Batter,Jon Lester
Ball,-1.282,2.588,Right-handed Batter,Jon Lester
Ball,1.219,3.194,Right-handed Batter,Jon Lester
Ball,1.833,3.199,Right-handed Batter,Jon Lester
Ball,1.392,2.774,Right-handed Batter,Jon Lester
Ball,0.754,1.819,Right-handed Batter,Jon Lester
Ball,0.231,-0.194,Right-handed Batter,Jon Lester
Ball,-0.22,0.465,Right-handed Batter,Jon Lester
Ball,-1.163,1.471,Right-handed Batter,Jon Lester
Called Strike,0.733,2.109,Right-handed Batter,Jon Lester
Called Strike,0.866,2.932,Right-handed Batter,Jon Lester
Ball,-0.781,0.737,Right-handed Batter,Jon Lester
Ball,-0.807,4.187,Right-handed Batter,Jon Lester
Ball,-0.991,2.788,Left-handed Batter,Jon Lester
Called Strike,1.037,2.774,Right-handed Batter,Jon Lester
Ball,1.708,2.82,Right-handed Batter,Jon Lester
Called Strike,0.059,2.197,Right-handed Batter,Jon Lester
Called Strike,0.47,2.361,Left-handed Batter,Jon Lester
Ball,-1.107,0.86,Left-handed Batter,Jon Lester
Called Strike,-0.029,3.108,Right-handed Batter,Jon Lester
Ball,0.402,1.529,Right-handed Batter,Jon Lester
Ball,1.259,2.267,Right-handed Batter,Jon Lester
Ball,-1.125,3.102,Right-handed Batter,Jon Lester
Called Strike,0.438,1.785,Right-handed Batter,Jon Lester
Ball,1.043,1.699,Right-handed Batter,Jon Lester
Ball,0.996,1.416,Right-handed Batter,Jon Lester
Ball,-0.31,0.472,Right-handed Batter,Jon Lester
Ball,1.389,3.054,Right-handed Batter,Jon Lester
Called Strike,-0.16,3.052,Left-handed Batter,Jon Lester
Ball,-1,2.495,Left-handed Batter,Jon Lester
Ball,-3.074,1.736,Left-handed Batter,Jon Lester
Ball,-0.352,1.042,Left-handed Batter,Jon Lester
