"des","px","pz","stand","pitcher_name"
"Ball",0.313,0.977,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.109,2.414,"Left-handed Batter","Justin Verlander"
"Ball",1.014,3.388,"Left-handed Batter","Justin Verlander"
"Ball",-1.968,2.932,"Left-handed Batter","Justin Verlander"
"Ball",-1.744,3.834,"Left-handed Batter","Justin Verlander"
"Called Strike",0.121,2.596,"Right-handed Batter","Justin Verlander"
"Called Strike",0.121,2.596,"Right-handed Batter","Justin Verlander"
"Called Strike",0.477,2.014,"Right-handed Batter","Justin Verlander"
"Ball",-1.962,1.595,"Right-handed Batter","Justin Verlander"
"Ball",1.338,2.345,"Right-handed Batter","Justin Verlander"
"Called Strike",0.477,2.014,"Right-handed Batter","Justin Verlander"
"Ball",-1.962,1.595,"Right-handed Batter","Justin Verlander"
"Ball",1.338,2.345,"Right-handed Batter","Justin Verlander"
"Ball",-1.172,2.728,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.269,2.723,"Left-handed Batter","Justin Verlander"
"Ball",-1.942,2.394,"Left-handed Batter","Justin Verlander"
"Ball",-1.172,2.728,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.269,2.723,"Left-handed Batter","Justin Verlander"
"Ball",-1.942,2.394,"Left-handed Batter","Justin Verlander"
"Ball",-1.37,2.843,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.141,2.448,"Left-handed Batter","Justin Verlander"
"Ball",-1.489,2.534,"Left-handed Batter","Justin Verlander"
"Ball",1.141,3.134,"Left-handed Batter","Justin Verlander"
"Ball",1.01,1.824,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.305,1.709,"Left-handed Batter","Justin Verlander"
"Ball",0.458,4.146,"Left-handed Batter","Justin Verlander"
"Ball",-0.12,1.192,"Left-handed Batter","Justin Verlander"
"Ball",-1.802,2.157,"Left-handed Batter","Justin Verlander"
"Ball",-1.384,2.208,"Left-handed Batter","Justin Verlander"
"Ball",-1.453,2.416,"Left-handed Batter","Justin Verlander"
"Ball",-1.777,4.085,"Left-handed Batter","Justin Verlander"
"Ball",0.867,0.829,"Right-handed Batter","Justin Verlander"
"Ball",-0.013,0.775,"Right-handed Batter","Justin Verlander"
"Called Strike",0.336,2.012,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.174,2.123,"Right-handed Batter","Justin Verlander"
"Called Strike",0.118,3.212,"Right-handed Batter","Justin Verlander"
"Called Strike",0.481,2.291,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.268,3.363,"Right-handed Batter","Justin Verlander"
"Ball",-2.244,3.276,"Right-handed Batter","Justin Verlander"
"Ball",-1.771,1.06,"Right-handed Batter","Justin Verlander"
"Ball",-0.056,1.272,"Right-handed Batter","Justin Verlander"
"Ball",0.768,1.067,"Right-handed Batter","Justin Verlander"
"Ball",1.06,2.601,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.308,1.732,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.15,1.77,"Left-handed Batter","Justin Verlander"
"Ball",0.922,1.676,"Right-handed Batter","Justin Verlander"
"Called Strike",0.025,2.091,"Right-handed Batter","Justin Verlander"
"Called Strike",0.495,1.663,"Left-handed Batter","Justin Verlander"
"Ball",-2.175,2.031,"Left-handed Batter","Justin Verlander"
"Ball",-1.516,1.73,"Left-handed Batter","Justin Verlander"
"Ball",1.112,1.528,"Left-handed Batter","Justin Verlander"
"Called Strike",0.224,1.726,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.208,2.064,"Left-handed Batter","Justin Verlander"
"Ball",0.353,1.04,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.035,1.915,"Left-handed Batter","Justin Verlander"
"Ball",-0.274,0.752,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.071,2.031,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.987,2.649,"Left-handed Batter","Justin Verlander"
"Ball",-1.772,0.934,"Left-handed Batter","Justin Verlander"
"Ball",-0.392,3.573,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.164,1.698,"Left-handed Batter","Justin Verlander"
"Ball",-0.175,1.354,"Left-handed Batter","Justin Verlander"
"Called Strike",0.513,1.904,"Right-handed Batter","Justin Verlander"
"Ball",0.773,0.843,"Right-handed Batter","Justin Verlander"
"Called Strike",-1.049,2.394,"Left-handed Batter","Justin Verlander"
"Ball",1.197,2.245,"Right-handed Batter","Justin Verlander"
"Ball",-1.617,2.356,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.146,3.408,"Right-handed Batter","Justin Verlander"
"Ball",-0.285,0.892,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.37,2.115,"Left-handed Batter","Justin Verlander"
"Ball",-1.978,3.12,"Left-handed Batter","Justin Verlander"
"Ball",-0.751,1.288,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.096,2.228,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.559,1.597,"Left-handed Batter","Justin Verlander"
"Ball",0.232,1.116,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.053,1.872,"Right-handed Batter","Justin Verlander"
"Ball",1.484,2.315,"Right-handed Batter","Justin Verlander"
"Ball",0.8,3.206,"Right-handed Batter","Justin Verlander"
"Ball",-1.663,1.745,"Right-handed Batter","Justin Verlander"
"Ball",-0.468,0.845,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.677,2.373,"Left-handed Batter","Justin Verlander"
"Ball",0.435,4.12,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.611,2.581,"Left-handed Batter","Justin Verlander"
"Called Strike",0.893,2.591,"Right-handed Batter","Justin Verlander"
"Ball",-1.166,3.089,"Left-handed Batter","Justin Verlander"
"Ball",0.533,3.743,"Left-handed Batter","Justin Verlander"
"Ball",-1.19,1.911,"Left-handed Batter","Justin Verlander"
"Ball",-1.152,2.531,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.738,1.711,"Left-handed Batter","Justin Verlander"
"Called Strike",0.576,2.98,"Left-handed Batter","Justin Verlander"
"Ball",-0.393,0.545,"Left-handed Batter","Justin Verlander"
"Ball",-1.422,2.859,"Left-handed Batter","Justin Verlander"
"Ball",-0.83,1.535,"Left-handed Batter","Justin Verlander"
"Ball",-1.087,1.577,"Left-handed Batter","Justin Verlander"
"Ball",-0.845,1.071,"Left-handed Batter","Justin Verlander"
"Ball",0.382,3.532,"Left-handed Batter","Justin Verlander"
"Ball",-1.776,2.347,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.717,1.702,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.076,1.363,"Left-handed Batter","Justin Verlander"
"Ball",-1.384,3.241,"Left-handed Batter","Justin Verlander"
"Ball",-1.813,2.722,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.173,2.758,"Left-handed Batter","Justin Verlander"
"Ball",0.886,0.602,"Left-handed Batter","Justin Verlander"
"Ball",-1.323,3.594,"Left-handed Batter","Justin Verlander"
"Ball",-1.615,2.898,"Left-handed Batter","Justin Verlander"
"Ball",-0.057,1.074,"Left-handed Batter","Justin Verlander"
"Ball",-1.671,1.932,"Left-handed Batter","Justin Verlander"
"Ball",-1.362,3.482,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.816,2.671,"Left-handed Batter","Justin Verlander"
"Ball",0.085,3.681,"Right-handed Batter","Justin Verlander"
"Ball",-1.468,3.858,"Right-handed Batter","Justin Verlander"
"Ball",-1.904,2.434,"Right-handed Batter","Justin Verlander"
"Ball",-0.213,4.375,"Right-handed Batter","Justin Verlander"
"Ball",-1.727,2.448,"Right-handed Batter","Justin Verlander"
"Ball",-0.858,3.04,"Left-handed Batter","Justin Verlander"
"Ball",-1.076,0.467,"Left-handed Batter","Justin Verlander"
"Ball",0.395,0.445,"Left-handed Batter","Justin Verlander"
"Ball",-1.895,3.564,"Left-handed Batter","Justin Verlander"
"Ball",-1.313,2.917,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.619,2.571,"Left-handed Batter","Justin Verlander"
"Ball",0.289,3.559,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.734,1.851,"Left-handed Batter","Justin Verlander"
"Ball",0.63,3.654,"Left-handed Batter","Justin Verlander"
"Ball",-0.563,1.539,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.864,2.888,"Right-handed Batter","Justin Verlander"
"Ball",-0.558,0.583,"Right-handed Batter","Justin Verlander"
"Ball",0.786,0.366,"Right-handed Batter","Justin Verlander"
"Ball",0.946,1.447,"Right-handed Batter","Justin Verlander"
"Called Strike",0.241,2.903,"Right-handed Batter","Justin Verlander"
"Called Strike",0.605,2.774,"Right-handed Batter","Justin Verlander"
"Ball",-2.023,3.388,"Left-handed Batter","Justin Verlander"
"Ball",-2.136,3.297,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.842,2.226,"Left-handed Batter","Justin Verlander"
"Ball",1.037,1.228,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.249,3.429,"Left-handed Batter","Justin Verlander"
"Ball",0.859,2.73,"Left-handed Batter","Justin Verlander"
"Ball",-1.869,1.163,"Left-handed Batter","Justin Verlander"
"Ball",-0.581,0.91,"Left-handed Batter","Justin Verlander"
"Ball",-1.994,3.559,"Left-handed Batter","Justin Verlander"
"Ball",0.423,3.834,"Left-handed Batter","Justin Verlander"
"Ball",1.098,1.144,"Right-handed Batter","Justin Verlander"
"Called Strike",0.37,1.455,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.196,1.643,"Left-handed Batter","Justin Verlander"
"Ball",0.707,3.274,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.922,3.409,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.061,2.484,"Left-handed Batter","Justin Verlander"
"Ball",-1.445,3.27,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.022,2.55,"Left-handed Batter","Justin Verlander"
"Ball",-1.321,3.759,"Left-handed Batter","Justin Verlander"
"Ball",-1.002,3.313,"Left-handed Batter","Justin Verlander"
"Ball",-1.827,3.045,"Left-handed Batter","Justin Verlander"
"Ball",-1.024,1.236,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.5,1.723,"Left-handed Batter","Justin Verlander"
"Ball",0.182,0.665,"Left-handed Batter","Justin Verlander"
"Ball",-0.81,4.959,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.259,2.481,"Left-handed Batter","Justin Verlander"
"Ball",-1.337,2.056,"Left-handed Batter","Justin Verlander"
"Ball",0.584,1.145,"Left-handed Batter","Justin Verlander"
"Ball",-1.651,3.34,"Left-handed Batter","Justin Verlander"
"Ball",-1.204,3.537,"Left-handed Batter","Justin Verlander"
"Ball",0.223,0.839,"Left-handed Batter","Justin Verlander"
"Ball",-0.247,1.727,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.947,3.169,"Left-handed Batter","Justin Verlander"
"Ball",1.297,2.171,"Right-handed Batter","Justin Verlander"
"Called Strike",0.673,2.172,"Right-handed Batter","Justin Verlander"
"Ball",1.074,1.688,"Right-handed Batter","Justin Verlander"
"Called Strike",0.597,1.95,"Right-handed Batter","Justin Verlander"
"Ball",-0.421,3.544,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.918,2.752,"Left-handed Batter","Justin Verlander"
"Ball",0.548,3.162,"Left-handed Batter","Justin Verlander"
"Ball",-1.433,1.295,"Left-handed Batter","Justin Verlander"
"Ball",-1.846,1.503,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.211,1.758,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.19,2.214,"Left-handed Batter","Justin Verlander"
"Ball",-1.155,3.555,"Left-handed Batter","Justin Verlander"
"Ball",-1.189,3.033,"Left-handed Batter","Justin Verlander"
"Ball",-0.432,4.156,"Left-handed Batter","Justin Verlander"
"Ball",-2.148,3.228,"Left-handed Batter","Justin Verlander"
"Ball",-1.764,1.582,"Left-handed Batter","Justin Verlander"
"Ball",-0.412,1.491,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.364,2.473,"Left-handed Batter","Justin Verlander"
"Ball",0.854,3.952,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.81,1.67,"Left-handed Batter","Justin Verlander"
"Ball",-1.487,2.866,"Left-handed Batter","Justin Verlander"
"Ball",0.145,-0.467,"Left-handed Batter","Justin Verlander"
"Ball",-1.73,2.458,"Left-handed Batter","Justin Verlander"
"Ball",-0.872,3.606,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.869,1.433,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.842,1.517,"Left-handed Batter","Justin Verlander"
"Ball",-0.511,1.162,"Left-handed Batter","Justin Verlander"
"Called Strike",0.299,2.91,"Left-handed Batter","Justin Verlander"
"Ball",-1.84,3.269,"Left-handed Batter","Justin Verlander"
"Ball",-0.756,4.281,"Right-handed Batter","Justin Verlander"
"Ball",-0.57,1.663,"Right-handed Batter","Justin Verlander"
"Ball",1.848,1.497,"Right-handed Batter","Justin Verlander"
"Ball",-1.391,2.881,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.177,2.626,"Left-handed Batter","Justin Verlander"
"Ball",-0.047,4.676,"Left-handed Batter","Justin Verlander"
"Ball",-1.221,1.234,"Left-handed Batter","Justin Verlander"
"Ball",-1.24,1.5,"Left-handed Batter","Justin Verlander"
"Ball",-1.517,2.164,"Left-handed Batter","Justin Verlander"
"Ball",-1.706,2.939,"Left-handed Batter","Justin Verlander"
"Ball",-1.237,2.81,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.708,2.478,"Left-handed Batter","Justin Verlander"
"Called Strike",0.441,2.742,"Left-handed Batter","Justin Verlander"
"Ball",-1.286,3.615,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.406,2.554,"Left-handed Batter","Justin Verlander"
"Ball",-1.466,3.241,"Left-handed Batter","Justin Verlander"
"Ball",-1.728,2.593,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.331,1.907,"Left-handed Batter","Justin Verlander"
"Ball",-0.97,1.289,"Left-handed Batter","Justin Verlander"
"Ball",-2.112,2.412,"Left-handed Batter","Justin Verlander"
"Ball",-0.754,1.218,"Left-handed Batter","Justin Verlander"
"Ball",1.37,2.351,"Left-handed Batter","Justin Verlander"
"Ball",0.364,1.064,"Left-handed Batter","Justin Verlander"
"Ball",-0.618,1.511,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.168,3.085,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.411,1.956,"Left-handed Batter","Justin Verlander"
"Ball",-1.146,3.442,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.014,2.466,"Left-handed Batter","Justin Verlander"
"Ball",-1.069,1.866,"Left-handed Batter","Justin Verlander"
"Ball",0.092,1.303,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.237,2.14,"Left-handed Batter","Justin Verlander"
"Called Strike",0.309,2.588,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.296,2.034,"Left-handed Batter","Justin Verlander"
"Ball",-0.34,1.187,"Left-handed Batter","Justin Verlander"
"Ball",-1.23,0.883,"Left-handed Batter","Justin Verlander"
"Ball",-1.645,1.412,"Left-handed Batter","Justin Verlander"
"Ball",-1.904,2.598,"Left-handed Batter","Justin Verlander"
"Ball",-1.221,0.829,"Left-handed Batter","Justin Verlander"
"Ball",1.13,1.983,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.164,2.136,"Right-handed Batter","Justin Verlander"
"Ball",0.347,3.496,"Right-handed Batter","Justin Verlander"
"Ball",1.374,3.376,"Right-handed Batter","Justin Verlander"
"Called Strike",0.525,1.551,"Right-handed Batter","Justin Verlander"
"Ball",1.269,2.666,"Right-handed Batter","Justin Verlander"
"Ball",-1.982,3.551,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.813,2.436,"Left-handed Batter","Justin Verlander"
"Ball",0.122,4.449,"Left-handed Batter","Justin Verlander"
"Ball",-1.723,1.837,"Left-handed Batter","Justin Verlander"
"Called Strike",0.841,2.623,"Right-handed Batter","Justin Verlander"
"Ball",-1.847,2.739,"Right-handed Batter","Justin Verlander"
"Ball",0.213,0.402,"Right-handed Batter","Justin Verlander"
"Called Strike",-1.123,2.564,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.157,2.429,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.907,3.626,"Left-handed Batter","Justin Verlander"
"Called Strike",0.378,2.322,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.305,1.731,"Right-handed Batter","Justin Verlander"
"Ball",1.452,2.09,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.374,1.998,"Right-handed Batter","Justin Verlander"
"Called Strike",0.181,1.83,"Right-handed Batter","Justin Verlander"
"Ball",1.023,1.363,"Right-handed Batter","Justin Verlander"
"Ball",-0.833,-0.103,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.544,2.802,"Left-handed Batter","Justin Verlander"
"Ball",0.592,1.425,"Right-handed Batter","Justin Verlander"
"Ball",1.294,2.23,"Right-handed Batter","Justin Verlander"
"Called Strike",-1.021,2.253,"Right-handed Batter","Justin Verlander"
"Ball",0.38,1.375,"Left-handed Batter","Justin Verlander"
"Ball",0.454,4.375,"Left-handed Batter","Justin Verlander"
"Ball",-0.978,1.766,"Right-handed Batter","Justin Verlander"
"Ball",-0.757,1.005,"Right-handed Batter","Justin Verlander"
"Ball",0.69,1.33,"Right-handed Batter","Justin Verlander"
"Ball",0.628,0.995,"Right-handed Batter","Justin Verlander"
"Called Strike",0.349,3.039,"Right-handed Batter","Justin Verlander"
"Ball",0.587,1.414,"Right-handed Batter","Justin Verlander"
"Called Strike",0.791,2.147,"Right-handed Batter","Justin Verlander"
"Ball",-0.675,3.887,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.623,2.228,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.273,1.693,"Right-handed Batter","Justin Verlander"
"Ball",-0.245,1.015,"Right-handed Batter","Justin Verlander"
"Ball",-1.474,2.808,"Left-handed Batter","Justin Verlander"
"Ball",0.398,3.229,"Right-handed Batter","Justin Verlander"
"Called Strike",0.551,2.253,"Right-handed Batter","Justin Verlander"
"Ball",1.463,2.211,"Right-handed Batter","Justin Verlander"
"Called Strike",-0.844,1.8,"Right-handed Batter","Justin Verlander"
"Ball",1.379,3.069,"Right-handed Batter","Justin Verlander"
"Ball",0.274,3.638,"Right-handed Batter","Justin Verlander"
"Ball",1.441,3.535,"Right-handed Batter","Justin Verlander"
"Ball",0.479,3.919,"Right-handed Batter","Justin Verlander"
"Ball",-1.263,3.429,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.837,2.505,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.711,2.376,"Left-handed Batter","Justin Verlander"
"Ball",-1.701,2.668,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.488,2.993,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.684,2.407,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.803,3.263,"Left-handed Batter","Justin Verlander"
"Called Strike",0.266,2.946,"Right-handed Batter","Justin Verlander"
"Ball",0.772,1.828,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.268,3.045,"Left-handed Batter","Justin Verlander"
"Ball",-1.452,2.951,"Left-handed Batter","Justin Verlander"
"Ball",1.421,2.931,"Left-handed Batter","Justin Verlander"
"Called Strike",-1.292,1.945,"Left-handed Batter","Justin Verlander"
"Called Strike",0.672,2.747,"Left-handed Batter","Justin Verlander"
"Called Strike",0.555,1.926,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.408,1.8,"Left-handed Batter","Justin Verlander"
"Ball",-0.311,3.574,"Left-handed Batter","Justin Verlander"
"Called Strike",0.627,2.973,"Left-handed Batter","Justin Verlander"
"Called Strike",-0.593,1.758,"Left-handed Batter","Justin Verlander"
