"des","px","pz","stand","pitcher_name"
"Ball",0.738,4.192,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.847,2.341,"Right-handed Batter","Clayton Kershaw"
"Called Strike",0.192,3.216,"Right-handed Batter","Clayton Kershaw"
"Ball",0.502,0.449,"Right-handed Batter","Clayton Kershaw"
"Ball",0.814,0.998,"Right-handed Batter","Clayton Kershaw"
"Called Strike",0.138,2.253,"Right-handed Batter","Clayton Kershaw"
"Ball",1.119,1.895,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.669,2.224,"Right-handed Batter","Clayton Kershaw"
"Ball",0.088,1.59,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.566,2.464,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.386,1.798,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.705,0.858,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.424,1.2,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.04,1.751,"Right-handed Batter","Clayton Kershaw"
"Ball",0.942,3.519,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.106,0.033,"Right-handed Batter","Clayton Kershaw"
"Ball",0.854,3.33,"Left-handed Batter","Clayton Kershaw"
"Ball",1.227,3.559,"Left-handed Batter","Clayton Kershaw"
"Ball",0.332,0.671,"Right-handed Batter","Clayton Kershaw"
"Ball",0.796,4.27,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.108,2.577,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.752,2.33,"Right-handed Batter","Clayton Kershaw"
"Called Strike",0.355,3.07,"Left-handed Batter","Clayton Kershaw"
"Ball",-1.304,1.889,"Left-handed Batter","Clayton Kershaw"
"Called Strike",-0.475,2.888,"Left-handed Batter","Clayton Kershaw"
"Ball",-1.005,3.713,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.369,4.699,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.977,1.234,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.375,0.196,"Right-handed Batter","Clayton Kershaw"
"Ball",0.343,4.312,"Right-handed Batter","Clayton Kershaw"
"Called Strike",0.896,2.4,"Left-handed Batter","Clayton Kershaw"
"Called Strike",-0.373,1.983,"Left-handed Batter","Clayton Kershaw"
"Ball",-1.232,3.634,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.388,2.061,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.182,1.717,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.237,1.745,"Right-handed Batter","Clayton Kershaw"
"Called Strike",0.216,3.115,"Left-handed Batter","Clayton Kershaw"
"Ball",0.014,0.873,"Left-handed Batter","Clayton Kershaw"
"Ball",0.211,1.157,"Left-handed Batter","Clayton Kershaw"
"Called Strike",0.088,1.702,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.462,-0.736,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.229,3.412,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.801,-0.286,"Right-handed Batter","Clayton Kershaw"
"Ball",0.783,1.899,"Right-handed Batter","Clayton Kershaw"
"Ball",0.703,2.459,"Right-handed Batter","Clayton Kershaw"
"Ball",0.434,2.449,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.473,2.686,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.558,1.996,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.366,2.109,"Right-handed Batter","Clayton Kershaw"
"Ball",0.032,3.904,"Left-handed Batter","Clayton Kershaw"
"Ball",-1.256,2.635,"Left-handed Batter","Clayton Kershaw"
"Called Strike",0.066,1.845,"Left-handed Batter","Clayton Kershaw"
"Called Strike",-1.144,1.944,"Right-handed Batter","Clayton Kershaw"
"Ball",-2.497,2.779,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.28,1.449,"Left-handed Batter","Clayton Kershaw"
"Ball",0.734,2.225,"Left-handed Batter","Clayton Kershaw"
"Ball",0.075,4.894,"Right-handed Batter","Clayton Kershaw"
"Called Strike",0.033,2.213,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.186,3.317,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.454,1.872,"Right-handed Batter","Clayton Kershaw"
"Ball",0.102,3.465,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.295,2.143,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.364,3.909,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.331,1.477,"Left-handed Batter","Clayton Kershaw"
"Ball",0.504,1.92,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.933,3.824,"Left-handed Batter","Clayton Kershaw"
"Ball",-1.214,1.365,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.878,1.581,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.158,3.957,"Left-handed Batter","Clayton Kershaw"
"Called Strike",0.123,1.952,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.576,1.437,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.063,2.342,"Right-handed Batter","Clayton Kershaw"
"Called Strike",0.156,2.159,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.366,3.22,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.879,2.881,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.871,2.452,"Right-handed Batter","Clayton Kershaw"
"Ball",0.945,1.778,"Right-handed Batter","Clayton Kershaw"
"Called Strike",0.252,2.613,"Right-handed Batter","Clayton Kershaw"
"Ball",1.626,2.703,"Right-handed Batter","Clayton Kershaw"
"Ball",1.405,3.684,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.572,4.525,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.503,1.238,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.562,3.19,"Right-handed Batter","Clayton Kershaw"
"Ball",0.582,1.027,"Right-handed Batter","Clayton Kershaw"
"Called Strike",0.228,2.365,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.025,1.057,"Right-handed Batter","Clayton Kershaw"
"Called Strike",0.244,3.329,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.492,2.518,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.534,2.043,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.624,2.484,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.151,4.361,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.187,3.654,"Right-handed Batter","Clayton Kershaw"
"Called Strike",0.104,2.728,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.462,2.001,"Right-handed Batter","Clayton Kershaw"
"Ball",0.29,3.602,"Left-handed Batter","Clayton Kershaw"
"Ball",-1.507,2.486,"Right-handed Batter","Clayton Kershaw"
"Ball",-2.057,0.302,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.482,4.135,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.156,4.018,"Left-handed Batter","Clayton Kershaw"
"Ball",0.719,3.149,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.688,1.786,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.483,-0.5,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.054,0.819,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.114,2.894,"Right-handed Batter","Clayton Kershaw"
"Ball",0.213,1.658,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.229,4.543,"Right-handed Batter","Clayton Kershaw"
"Ball",0.487,3.547,"Left-handed Batter","Clayton Kershaw"
"Ball",-2.208,2.572,"Right-handed Batter","Clayton Kershaw"
"Ball",0.567,4.033,"Right-handed Batter","Clayton Kershaw"
"Ball",0.353,1.145,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.285,2.195,"Right-handed Batter","Clayton Kershaw"
"Ball",0.9,3.42,"Right-handed Batter","Clayton Kershaw"
"Called Strike",0.652,3.011,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.775,1.823,"Right-handed Batter","Clayton Kershaw"
"Called Strike",0.258,2.076,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.139,2.063,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.054,2.842,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.884,1.462,"Right-handed Batter","Clayton Kershaw"
"Ball",0.142,3.924,"Left-handed Batter","Clayton Kershaw"
"Ball",0.395,3.55,"Left-handed Batter","Clayton Kershaw"
"Ball",0.738,1.534,"Left-handed Batter","Clayton Kershaw"
"Ball",0.773,3.909,"Left-handed Batter","Clayton Kershaw"
"Called Strike",0.366,2.807,"Right-handed Batter","Clayton Kershaw"
"Ball",1.074,2.247,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.035,-0.065,"Left-handed Batter","Clayton Kershaw"
"Ball",-1.331,1.941,"Left-handed Batter","Clayton Kershaw"
"Ball",-1.257,1.315,"Left-handed Batter","Clayton Kershaw"
"Called Strike",-0.678,2.352,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.959,1.663,"Left-handed Batter","Clayton Kershaw"
"Ball",-1.313,2.448,"Left-handed Batter","Clayton Kershaw"
"Ball",0.052,1.605,"Left-handed Batter","Clayton Kershaw"
"Called Strike",-0.237,2.039,"Right-handed Batter","Clayton Kershaw"
"Ball",0.407,-0.15,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.393,2.415,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.143,0.226,"Left-handed Batter","Clayton Kershaw"
"Called Strike",-0.06,1.852,"Left-handed Batter","Clayton Kershaw"
"Called Strike",-0.158,1.836,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.044,-0.059,"Right-handed Batter","Clayton Kershaw"
"Ball",0.743,4.308,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.328,1.91,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.495,2.535,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.285,-0.515,"Right-handed Batter","Clayton Kershaw"
"Ball",1.756,1.663,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.578,1.431,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.156,1.447,"Right-handed Batter","Clayton Kershaw"
"Ball",0.523,4.094,"Right-handed Batter","Clayton Kershaw"
"Ball",0.776,1.061,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.52,2.062,"Right-handed Batter","Clayton Kershaw"
"Ball",0.473,1.402,"Left-handed Batter","Clayton Kershaw"
"Called Strike",-0.2,2.74,"Left-handed Batter","Clayton Kershaw"
"Ball",1.285,1.926,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.682,1.267,"Left-handed Batter","Clayton Kershaw"
"Ball",-1.201,1.811,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.6,0.296,"Left-handed Batter","Clayton Kershaw"
"Called Strike",-0.488,2.663,"Right-handed Batter","Clayton Kershaw"
"Ball",0.085,0.985,"Right-handed Batter","Clayton Kershaw"
"Called Strike",0.09,3.437,"Left-handed Batter","Clayton Kershaw"
"Called Strike",0.035,2.381,"Left-handed Batter","Clayton Kershaw"
"Ball",0.692,1.268,"Left-handed Batter","Clayton Kershaw"
"Called Strike",0.093,2.033,"Right-handed Batter","Clayton Kershaw"
"Ball",-1.017,1.867,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.622,4.194,"Right-handed Batter","Clayton Kershaw"
"Ball",0.13,0.849,"Right-handed Batter","Clayton Kershaw"
"Ball",1.06,2.965,"Right-handed Batter","Clayton Kershaw"
"Ball",1.009,1.116,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.515,4.446,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.847,0.949,"Right-handed Batter","Clayton Kershaw"
"Ball",-0.895,1.395,"Right-handed Batter","Clayton Kershaw"
"Ball",0.795,3.394,"Left-handed Batter","Clayton Kershaw"
"Ball",0.295,4.175,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.123,3.963,"Left-handed Batter","Clayton Kershaw"
"Ball",-1.58,3.378,"Right-handed Batter","Clayton Kershaw"
"Called Strike",-0.541,1.682,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.285,0.768,"Left-handed Batter","Clayton Kershaw"
"Ball",-0.39,0.947,"Left-handed Batter","Clayton Kershaw"
"Ball",0.902,2.956,"Right-handed Batter","Jon Lester"
"Ball",0.902,2.956,"Right-handed Batter","Jon Lester"
"Ball",-1.219,1.438,"Right-handed Batter","Jon Lester"
"Called Strike",0.606,2.694,"Right-handed Batter","Jon Lester"
"Ball",1.346,2.78,"Right-handed Batter","Jon Lester"
"Called Strike",0.576,3.127,"Right-handed Batter","Jon Lester"
"Ball",-1.219,1.438,"Right-handed Batter","Jon Lester"
"Called Strike",0.606,2.694,"Right-handed Batter","Jon Lester"
"Ball",1.346,2.78,"Right-handed Batter","Jon Lester"
"Called Strike",0.576,3.127,"Right-handed Batter","Jon Lester"
"Ball",0.713,4.586,"Right-handed Batter","Jon Lester"
"Ball",0.713,4.586,"Right-handed Batter","Jon Lester"
"Ball",-0.66,1.244,"Left-handed Batter","Jon Lester"
"Ball",-0.66,1.244,"Left-handed Batter","Jon Lester"
"Ball",-0.367,0.96,"Left-handed Batter","Jon Lester"
"Ball",-0.367,0.96,"Left-handed Batter","Jon Lester"
"Called Strike",-0.26,2.729,"Right-handed Batter","Jon Lester"
"Ball",-0.883,0.248,"Right-handed Batter","Jon Lester"
"Called Strike",-0.26,2.729,"Right-handed Batter","Jon Lester"
"Ball",-0.883,0.248,"Right-handed Batter","Jon Lester"
"Called Strike",-0.807,1.823,"Right-handed Batter","Jon Lester"
"Called Strike",-0.807,1.823,"Right-handed Batter","Jon Lester"
"Ball",1.548,3.666,"Right-handed Batter","Jon Lester"
"Called Strike",0.735,3.291,"Right-handed Batter","Jon Lester"
"Called Strike",0.569,2.656,"Right-handed Batter","Jon Lester"
"Ball",1.16,3.05,"Right-handed Batter","Jon Lester"
"Ball",1.548,3.666,"Right-handed Batter","Jon Lester"
"Called Strike",0.735,3.291,"Right-handed Batter","Jon Lester"
"Called Strike",0.569,2.656,"Right-handed Batter","Jon Lester"
"Ball",1.16,3.05,"Right-handed Batter","Jon Lester"
"Called Strike",0.875,2.629,"Right-handed Batter","Jon Lester"
"Called Strike",0.875,2.629,"Right-handed Batter","Jon Lester"
"Ball",-1.441,1.715,"Right-handed Batter","Jon Lester"
"Ball",-1.441,1.715,"Right-handed Batter","Jon Lester"
"Ball",0.164,3.694,"Right-handed Batter","Jon Lester"
"Ball",-0.154,1.997,"Right-handed Batter","Jon Lester"
"Called Strike",-1.162,2.724,"Right-handed Batter","Jon Lester"
"Ball",-0.337,4.044,"Right-handed Batter","Jon Lester"
"Ball",0.164,3.694,"Right-handed Batter","Jon Lester"
"Ball",-0.154,1.997,"Right-handed Batter","Jon Lester"
"Called Strike",-1.162,2.724,"Right-handed Batter","Jon Lester"
"Ball",-0.337,4.044,"Right-handed Batter","Jon Lester"
"Ball",0.841,3.226,"Right-handed Batter","Jon Lester"
"Ball",0.841,3.226,"Right-handed Batter","Jon Lester"
"Ball",0.436,1.351,"Right-handed Batter","Jon Lester"
"Ball",0.436,1.351,"Right-handed Batter","Jon Lester"
"Called Strike",0.952,2.602,"Right-handed Batter","Jon Lester"
"Ball",1.385,3.119,"Right-handed Batter","Jon Lester"
"Ball",1.147,2.674,"Right-handed Batter","Jon Lester"
"Ball",1.491,3.226,"Right-handed Batter","Jon Lester"
"Called Strike",0.952,2.602,"Right-handed Batter","Jon Lester"
"Ball",1.385,3.119,"Right-handed Batter","Jon Lester"
"Ball",1.147,2.674,"Right-handed Batter","Jon Lester"
"Ball",1.491,3.226,"Right-handed Batter","Jon Lester"
"Ball",-0.554,4.193,"Right-handed Batter","Jon Lester"
"Ball",1.288,2.929,"Right-handed Batter","Jon Lester"
"Ball",1.72,3.552,"Right-handed Batter","Jon Lester"
"Ball",-0.554,4.193,"Right-handed Batter","Jon Lester"
"Ball",1.288,2.929,"Right-handed Batter","Jon Lester"
"Ball",1.72,3.552,"Right-handed Batter","Jon Lester"
"Called Strike",0.315,2.723,"Right-handed Batter","Jon Lester"
"Called Strike",0.315,2.723,"Right-handed Batter","Jon Lester"
"Ball",-0.894,4.036,"Right-handed Batter","Jon Lester"
"Called Strike",0.614,3.014,"Right-handed Batter","Jon Lester"
"Ball",-0.894,4.036,"Right-handed Batter","Jon Lester"
"Called Strike",0.614,3.014,"Right-handed Batter","Jon Lester"
"Called Strike",0.686,2.947,"Right-handed Batter","Jon Lester"
"Ball",0.782,4.511,"Right-handed Batter","Jon Lester"
"Called Strike",0.686,2.947,"Right-handed Batter","Jon Lester"
"Ball",0.782,4.511,"Right-handed Batter","Jon Lester"
"Ball",0.542,1.545,"Right-handed Batter","Jon Lester"
"Ball",0.542,1.545,"Right-handed Batter","Jon Lester"
"Called Strike",0.671,2.086,"Right-handed Batter","Jon Lester"
"Ball",-1.208,1.758,"Right-handed Batter","Jon Lester"
"Called Strike",0.671,2.086,"Right-handed Batter","Jon Lester"
"Ball",-1.208,1.758,"Right-handed Batter","Jon Lester"
"Called Strike",-1.092,1.871,"Left-handed Batter","Jon Lester"
"Ball",-2.303,0.926,"Left-handed Batter","Jon Lester"
"Ball",-2.151,-0.187,"Left-handed Batter","Jon Lester"
"Ball",-1.454,1.01,"Left-handed Batter","Jon Lester"
"Called Strike",-1.092,1.871,"Left-handed Batter","Jon Lester"
"Ball",-2.303,0.926,"Left-handed Batter","Jon Lester"
"Ball",-2.151,-0.187,"Left-handed Batter","Jon Lester"
"Ball",-1.454,1.01,"Left-handed Batter","Jon Lester"
"Ball",-1.71,1.961,"Right-handed Batter","Jon Lester"
"Ball",1.153,2.793,"Right-handed Batter","Jon Lester"
"Ball",-1.71,1.961,"Right-handed Batter","Jon Lester"
"Ball",1.153,2.793,"Right-handed Batter","Jon Lester"
"Ball",-1.163,1.602,"Left-handed Batter","Jon Lester"
"Ball",-1.163,1.602,"Left-handed Batter","Jon Lester"
"Ball",-0.563,0.921,"Right-handed Batter","Jon Lester"
"Ball",-0.563,0.921,"Right-handed Batter","Jon Lester"
"Ball",-2.22,1.597,"Right-handed Batter","Jon Lester"
"Ball",0.826,3.692,"Right-handed Batter","Jon Lester"
"Called Strike",0.249,1.792,"Right-handed Batter","Jon Lester"
"Ball",-2.22,1.597,"Right-handed Batter","Jon Lester"
"Ball",0.826,3.692,"Right-handed Batter","Jon Lester"
"Called Strike",0.249,1.792,"Right-handed Batter","Jon Lester"
"Called Strike",0.169,1.826,"Right-handed Batter","Jon Lester"
"Called Strike",0.307,2.906,"Right-handed Batter","Jon Lester"
"Called Strike",0.169,1.826,"Right-handed Batter","Jon Lester"
"Called Strike",0.307,2.906,"Right-handed Batter","Jon Lester"
"Ball",-0.919,1.298,"Left-handed Batter","Jon Lester"
"Ball",-0.919,1.298,"Left-handed Batter","Jon Lester"
"Ball",-0.97,1.929,"Right-handed Batter","Jon Lester"
"Ball",1.172,3.078,"Right-handed Batter","Jon Lester"
"Ball",-1.366,1.821,"Right-handed Batter","Jon Lester"
"Called Strike",0.441,2.581,"Right-handed Batter","Jon Lester"
"Ball",-0.97,1.929,"Right-handed Batter","Jon Lester"
"Ball",1.172,3.078,"Right-handed Batter","Jon Lester"
"Ball",-1.366,1.821,"Right-handed Batter","Jon Lester"
"Called Strike",0.441,2.581,"Right-handed Batter","Jon Lester"
"Called Strike",0.485,2.184,"Right-handed Batter","Jon Lester"
"Called Strike",0.485,2.184,"Right-handed Batter","Jon Lester"
"Called Strike",-0.936,3.195,"Right-handed Batter","Jon Lester"
"Called Strike",0.925,1.892,"Right-handed Batter","Jon Lester"
"Called Strike",-0.936,3.195,"Right-handed Batter","Jon Lester"
"Called Strike",0.925,1.892,"Right-handed Batter","Jon Lester"
"Called Strike",-0.385,2.64,"Right-handed Batter","Jon Lester"
"Ball",-0.451,1.64,"Right-handed Batter","Jon Lester"
"Called Strike",-0.385,2.64,"Right-handed Batter","Jon Lester"
"Ball",-0.451,1.64,"Right-handed Batter","Jon Lester"
"Ball",-0.381,1.407,"Right-handed Batter","Jon Lester"
"Ball",-2.074,2.825,"Right-handed Batter","Jon Lester"
"Ball",1.104,3.094,"Right-handed Batter","Jon Lester"
"Ball",-0.381,1.407,"Right-handed Batter","Jon Lester"
"Ball",-2.074,2.825,"Right-handed Batter","Jon Lester"
"Ball",1.104,3.094,"Right-handed Batter","Jon Lester"
"Called Strike",-0.325,2.042,"Left-handed Batter","Jon Lester"
"Ball",-1.321,0.87,"Left-handed Batter","Jon Lester"
"Called Strike",-0.325,2.042,"Left-handed Batter","Jon Lester"
"Ball",-1.321,0.87,"Left-handed Batter","Jon Lester"
"Ball",1.759,2.616,"Right-handed Batter","Jon Lester"
"Ball",1.493,2.778,"Right-handed Batter","Jon Lester"
"Ball",1.759,2.616,"Right-handed Batter","Jon Lester"
"Ball",1.493,2.778,"Right-handed Batter","Jon Lester"
"Ball",-0.505,1.79,"Right-handed Batter","Jon Lester"
"Ball",-0.505,1.79,"Right-handed Batter","Jon Lester"
"Called Strike",-0.451,1.728,"Right-handed Batter","Jon Lester"
"Called Strike",-0.451,1.728,"Right-handed Batter","Jon Lester"
"Called Strike",-0.305,2.34,"Right-handed Batter","Jon Lester"
"Called Strike",-0.305,2.34,"Right-handed Batter","Jon Lester"
"Called Strike",-0.549,2.167,"Right-handed Batter","Jon Lester"
"Ball",2.157,3.937,"Right-handed Batter","Jon Lester"
"Ball",-0.729,3.334,"Right-handed Batter","Jon Lester"
"Ball",1.75,2.938,"Right-handed Batter","Jon Lester"
"Called Strike",-0.549,2.167,"Right-handed Batter","Jon Lester"
"Ball",2.157,3.937,"Right-handed Batter","Jon Lester"
"Ball",-0.729,3.334,"Right-handed Batter","Jon Lester"
"Ball",1.75,2.938,"Right-handed Batter","Jon Lester"
"Called Strike",-0.839,2.392,"Right-handed Batter","Jon Lester"
"Ball",2.038,2.876,"Right-handed Batter","Jon Lester"
"Called Strike",-0.839,2.392,"Right-handed Batter","Jon Lester"
"Ball",2.038,2.876,"Right-handed Batter","Jon Lester"
"Called Strike",0.77,1.977,"Right-handed Batter","Jon Lester"
"Called Strike",0.554,2.704,"Right-handed Batter","Jon Lester"
"Called Strike",0.77,1.977,"Right-handed Batter","Jon Lester"
"Called Strike",0.554,2.704,"Right-handed Batter","Jon Lester"
"Ball",1.25,2.839,"Right-handed Batter","Jon Lester"
"Ball",1.25,2.839,"Right-handed Batter","Jon Lester"
"Called Strike",0.318,2.137,"Right-handed Batter","Jon Lester"
"Ball",0.645,4.698,"Right-handed Batter","Jon Lester"
"Ball",-1.213,1.967,"Right-handed Batter","Jon Lester"
"Ball",0.446,3.285,"Right-handed Batter","Jon Lester"
"Ball",0.334,3.596,"Right-handed Batter","Jon Lester"
"Called Strike",0.318,2.137,"Right-handed Batter","Jon Lester"
"Ball",0.645,4.698,"Right-handed Batter","Jon Lester"
"Ball",-1.213,1.967,"Right-handed Batter","Jon Lester"
"Ball",0.446,3.285,"Right-handed Batter","Jon Lester"
"Ball",0.334,3.596,"Right-handed Batter","Jon Lester"
"Ball",1.218,2.911,"Right-handed Batter","Jon Lester"
"Ball",-0.279,1.003,"Right-handed Batter","Jon Lester"
"Called Strike",-0.219,2.766,"Right-handed Batter","Jon Lester"
"Ball",0.569,4.761,"Right-handed Batter","Jon Lester"
"Ball",1.218,2.911,"Right-handed Batter","Jon Lester"
"Ball",-0.279,1.003,"Right-handed Batter","Jon Lester"
"Called Strike",-0.219,2.766,"Right-handed Batter","Jon Lester"
"Ball",0.569,4.761,"Right-handed Batter","Jon Lester"
"Called Strike",-0.178,2.744,"Right-handed Batter","Jon Lester"
"Ball",1.33,4.303,"Right-handed Batter","Jon Lester"
"Called Strike",-0.178,2.744,"Right-handed Batter","Jon Lester"
"Ball",1.33,4.303,"Right-handed Batter","Jon Lester"
"Called Strike",-0.308,3.076,"Left-handed Batter","Jon Lester"
"Called Strike",-0.229,2.314,"Left-handed Batter","Jon Lester"
"Called Strike",-0.308,3.076,"Left-handed Batter","Jon Lester"
"Called Strike",-0.229,2.314,"Left-handed Batter","Jon Lester"
"Ball",-2.025,0.842,"Left-handed Batter","Jon Lester"
"Ball",-2.025,0.842,"Left-handed Batter","Jon Lester"
"Ball",-1.184,1.625,"Right-handed Batter","Jon Lester"
"Ball",-1.184,1.625,"Right-handed Batter","Jon Lester"
"Ball",0.943,1.549,"Right-handed Batter","Jon Lester"
"Called Strike",0.752,1.669,"Right-handed Batter","Jon Lester"
"Ball",0.982,1.002,"Right-handed Batter","Jon Lester"
"Ball",0.375,0.345,"Right-handed Batter","Jon Lester"
"Ball",0.943,1.549,"Right-handed Batter","Jon Lester"
"Called Strike",0.752,1.669,"Right-handed Batter","Jon Lester"
"Ball",0.982,1.002,"Right-handed Batter","Jon Lester"
"Ball",0.375,0.345,"Right-handed Batter","Jon Lester"
"Called Strike",0.912,2.578,"Right-handed Batter","Jon Lester"
"Called Strike",-0.099,1.8,"Right-handed Batter","Jon Lester"
"Ball",-1.032,0.795,"Right-handed Batter","Jon Lester"
"Ball",0.964,1.719,"Right-handed Batter","Jon Lester"
"Called Strike",0.912,2.578,"Right-handed Batter","Jon Lester"
"Called Strike",-0.099,1.8,"Right-handed Batter","Jon Lester"
"Ball",-1.032,0.795,"Right-handed Batter","Jon Lester"
"Ball",0.964,1.719,"Right-handed Batter","Jon Lester"
"Ball",1.259,2.938,"Right-handed Batter","Jon Lester"
"Ball",1.259,2.938,"Right-handed Batter","Jon Lester"
"Called Strike",-1.099,2.732,"Left-handed Batter","Jon Lester"
"Called Strike",-1.099,2.732,"Left-handed Batter","Jon Lester"
"Ball",1.028,2.656,"Right-handed Batter","Jon Lester"
"Called Strike",0.332,2.644,"Right-handed Batter","Jon Lester"
"Ball",1.274,3.802,"Right-handed Batter","Jon Lester"
"Ball",-1.174,2.099,"Right-handed Batter","Jon Lester"
"Ball",-1.109,2.453,"Right-handed Batter","Jon Lester"
"Ball",1.028,2.656,"Right-handed Batter","Jon Lester"
"Called Strike",0.332,2.644,"Right-handed Batter","Jon Lester"
"Ball",1.274,3.802,"Right-handed Batter","Jon Lester"
"Ball",-1.174,2.099,"Right-handed Batter","Jon Lester"
"Ball",-1.109,2.453,"Right-handed Batter","Jon Lester"
"Ball",1.356,2.671,"Right-handed Batter","Jon Lester"
"Ball",-1.375,1.105,"Right-handed Batter","Jon Lester"
"Ball",1.356,2.671,"Right-handed Batter","Jon Lester"
"Ball",-1.375,1.105,"Right-handed Batter","Jon Lester"
"Ball",-1.165,1.938,"Right-handed Batter","Jon Lester"
"Called Strike",0.718,1.701,"Right-handed Batter","Jon Lester"
"Ball",-1.058,1.264,"Right-handed Batter","Jon Lester"
"Ball",-1.838,-0.329,"Right-handed Batter","Jon Lester"
"Ball",-1.165,1.938,"Right-handed Batter","Jon Lester"
"Called Strike",0.718,1.701,"Right-handed Batter","Jon Lester"
"Ball",-1.058,1.264,"Right-handed Batter","Jon Lester"
"Ball",-1.838,-0.329,"Right-handed Batter","Jon Lester"
"Called Strike",0.523,3.044,"Right-handed Batter","Jon Lester"
"Called Strike",0.523,3.044,"Right-handed Batter","Jon Lester"
"Called Strike",0.856,2.841,"Right-handed Batter","Jon Lester"
"Ball",0.718,4.305,"Right-handed Batter","Jon Lester"
"Ball",1.555,3.356,"Right-handed Batter","Jon Lester"
"Called Strike",0.751,1.894,"Right-handed Batter","Jon Lester"
"Called Strike",0.856,2.841,"Right-handed Batter","Jon Lester"
"Ball",0.718,4.305,"Right-handed Batter","Jon Lester"
"Ball",1.555,3.356,"Right-handed Batter","Jon Lester"
"Called Strike",0.751,1.894,"Right-handed Batter","Jon Lester"
